filename,person_id,name,age,last_seen_location,last_seen_date,contact
37015.png,P365,Maya Manurung,48,Ngawi,2025-06-01,08185284813
37016.png,P366,Bayu Aryanto,48,Kulon Progo,2024-06-12,08926478851
37017.png,P367,Doni Purba,27,Jepara,2024-02-20,08743432710
37018.png,P368,Roni Suryana,44,Binjai,2023-11-05,08434078775
37019.png,P369,Gede Riyadi,29,Medan,2023-09-14,08340375451
37020.png,P370,Gita Amir,25,Situbondo,2026-01-05,08580564714
37021.png,P371,Sugeng Jaya,52,Situbondo,2024-07-01,08646128264
37022.png,P372,Nyoman Jaya,57,Binjai,2026-04-16,08566964920
37023.png,P373,Laras Pranata,34,Bangli,2025-02-14,08801291831
37024.png,P374,Slamet Ali,32,Banjarmasin,2024-04-17,08143162021
37025.png,P375,Putu Harahap,34,Lombok Barat,2025-03-03,08890902627
37026.png,P376,Yuni Fahmi,25,Kudus,2026-06-02,08437225558
37027.png,P377,Putri Arifin,26,Pacitan,2024-03-08,08932956540
37028.png,P378,Raditya Simanjuntak,35,Tulungagung,2023-08-22,08210933958
37029.png,P379,Putri Suhendra,40,Bima,2025-05-02,08830636800
37030.png,P380,Yusuf Permadi,56,Banjarmasin,2023-06-10,08634772496
37031.png,P381,Rendi Cahyono,43,Jakarta Utara,2025-08-08,08590990339
37032.png,P382,Rian Ghozali,28,Jakarta Timur,2024-08-19,08468127853
37033.png,P383,Raden Wijaya,47,Merauke,2023-03-12,08319330319
37034.png,P384,Gede Malik,41,Kudus,2023-04-05,08235496952
37035.png,P385,Dika Kusuma,54,Banyuwangi,2025-10-28,08205317124
37036.png,P386,Dani Iskandar,44,Samarinda,2026-05-20,08329823866
37037.png,P387,Rian Munir,27,Bojonegoro,2024-05-30,08241355386
37038.png,P388,Chandra Wijaya,27,Sorong,2024-07-01,08604296852
37039.png,P389,Fauzan Maulana,44,Sragen,2024-01-15,08969113341
37040.png,P390,Sandi Perkasa,54,Purwokerto,2024-08-17,08718183159
37041.png,P391,Vina Amir,57,Banjarmasin,2025-04-21,08333579561
37042.png,P392,Tito Sugiyanto,57,Trenggalek,2024-11-11,08437113631
37043.png,P393,Gilang Hamzah,60,Makassar,2023-11-05,08491765945
37044.png,P394,Rafli Zain,27,Parepare,2025-07-15,08713358343
37045.png,P395,Dian Mansyur,29,Depok,2025-06-01,08113032776
37046.png,P396,Widya Kusumo,39,Sumbawa,2025-12-20,08905804156
37047.png,P397,Rian Pranowo,56,Lumajang,2023-06-10,08933519769
37048.png,P398,Hani Rachman,32,Depok,2025-08-08,08634593617
37049.png,P399,Yuda Yunus,20,Tomohon,2025-10-10,08137028275
37050.png,P400,Gede Ramadhan,17,Madiun,2023-11-05,08888282275
37051.png,P401,Hendra Idris,33,Batam,2024-09-03,08460386188
37052.png,P402,Sri Malik,28,Tebing Tinggi,2026-02-02,08782203813
37053.png,P403,Wawan Kurniawan,47,Palembang,2024-04-17,08446886668
37054.png,P404,Deni Mulyana,56,Sragen,2026-05-01,08845998480
37055.png,P405,Sandi Nugroho,49,Jombang,2023-01-14,08884892929
37056.png,P406,Ilham Nurjaman,24,Dumai,2023-02-28,08862744114
37057.png,P407,Yudi Jamaludin,16,Banyuwangi,2023-01-14,08900741324
37058.png,P408,Dina Suryana,31,Tanjungpinang,2026-05-20,08712809568
37059.png,P409,Putu Faisal,47,Lubuklinggau,2026-05-01,08852824837
37060.png,P410,Indra Rahmat,41,Binjai,2023-09-14,08490472595
37061.png,P411,Tiara Taufiq,32,Tuban,2025-06-01,08924194195
37062.png,P412,Bayu Akbar,27,Badung,2026-06-02,08561787863
37063.png,P413,Sarah Anggara,40,Semarang,2025-11-25,08780418943
37064.png,P414,Intan Akbar,15,Perean,2024-01-15,08726078442
37065.png,P415,Nisa Budiman,35,Tomohon,2026-04-16,08422954359
37066.png,P416,Fauzan Kusumo,47,Banyuwangi,2026-02-24,08133703594
37067.png,P417,Anisa Silalahi,34,Tarakan,2025-01-01,08943646088
37068.png,P418,Wati Riyadi,36,Tulungagung,2023-07-07,08676729316
37069.png,P419,Eka Gunawan,51,Bitung,2025-05-02,08253243747
37070.png,P420,Gani Budiman,57,Bontang,2023-11-05,08283130721
37071.png,P421,Yoga Hartanto,58,Garut,2026-01-18,08388043129
37072.png,P422,Setyo Ali,31,Jakarta Utara,2025-09-09,08662913755
37073.png,P423,Dika Silalahi,16,Surabaya,2023-03-12,08480773183
37074.png,P424,Widi Basuki,19,Sleman,2024-08-19,08629855997
37075.png,P425,Fira Munir,23,Bengkulu,2023-04-05,08241501824
37076.png,P426,Hadi Firdaus,47,Jakarta Pusat,2024-08-19,08766575539
37077.png,P427,Luki Nugroho,24,Bukittinggi,2025-01-01,08692523955
37078.png,P428,Roni Pranowo,37,Dumai,2026-03-11,08537868214
37079.png,P429,Dedi Prakoso,51,Jember,2026-04-04,08527961949
37080.png,P430,Fani Harianto,22,Klungkung,2025-09-09,08225937055
37081.png,P431,Rizki Aditya,18,Cimahi,2025-05-02,08565060385
37082.png,P432,Bimo Hamzah,48,Tangerang,2026-02-02,08183659611
37083.png,P433,Siska Purba,47,Indramayu,2025-02-14,08305535794
37084.png,P434,Ahmad Malik,43,Jakarta Timur,2025-12-20,08892200015
37085.png,P435,Panji Pradipta,43,Sragen,2024-07-01,08244275146
37086.png,P436,Nur Ali,40,Bima,2025-02-14,08340334787
37087.png,P437,Indra Lubis,18,Palopo,2025-03-03,08482372438
37088.png,P438,Dian Rusli,48,Pasuruan,2025-01-01,08656494021
37089.png,P439,Hadi Anwar,30,Medan,2026-04-16,08803889989
37090.png,P440,Sari Sasmita,52,Bandung,2026-04-04,08291299488
37091.png,P441,Fauzan Muttaqin,24,Kendari,2025-07-15,08547493122
37092.png,P442,Widya Zaelani,27,Purwokerto,2023-01-14,08994735871
37093.png,P443,Dina Iskandar,50,Lhokseumawe,2026-03-29,08293637040
37094.png,P444,Wira Sugiyanto,37,Purwakarta,2023-05-19,08603256223
37095.png,P445,Dwi Supardi,44,Ponorogo,2023-01-14,08613421449
37096.png,P446,Lina Widjaja,60,Tomohon,2025-08-08,08327731697
37097.png,P447,Muhamad Sunandar,39,Jakarta Timur,2023-03-12,08615096855
37098.png,P448,Cahyo Pranata,44,Ponorogo,2024-01-15,08851113895
37099.png,P449,Roni Ghozali,52,Pontianak,2024-07-01,08728364133
37100.png,P450,Arya Santoso,24,Balikpapan,2025-09-09,08501249212
37101.png,P451,Widi Effendi,31,Banda Aceh,2023-12-25,08224935640
37102.png,P452,Yudi Rahayu,29,Surabaya,2025-01-01,08167501043
37103.png,P453,Tino Damanik,55,Trenggalek,2023-07-07,08141867702
37104.png,P454,Rama Ghozali,33,Lombok Tengah,2023-08-22,08275721475
37105.png,P455,Deni Sumarni,25,Dumai,2026-03-11,08194919799
37106.png,P456,Nanda Silalahi,56,Pematangsiantar,2025-10-28,08572151344
37107.png,P457,Hafiz Aditya,22,Tangerang,2025-12-20,08415552378
37108.png,P458,Wawan Iskandar,54,Cirebon,2025-03-03,08442420800
37109.png,P459,Rini Darmawan,40,Tulungagung,2023-01-14,08604048646
37110.png,P460,Rina Saputro,25,Tanjungpinang,2023-06-10,08548985944
37111.png,P461,Teguh Rosyid,35,Depok,2026-05-01,08685068683
37112.png,P462,Syifa Sugiyanto,21,Blitar,2024-09-03,08896827925
37113.png,P463,Fikri Pranowo,35,Kudus,2024-06-12,08201548385
37114.png,P464,Farah Saleh,16,Palu,2024-12-31,08778861606
37115.png,P465,Fauzan Sudirman,53,Merauke,2024-12-31,08861588495
37116.png,P466,Gilang Setiawan,41,Cimahi,2025-07-15,08162459621
37117.png,P467,Dika Jaya,24,Palangka Raya,2025-06-01,08674904789
37118.png,P468,Mulyadi Kusuma,21,Jombang,2023-08-22,08148061619
37119.png,P469,Intan Wicaksono,36,Tarakan,2026-01-05,08271553955
37120.png,P470,Dina Munir,19,Magelang,2023-09-14,08502141791
37121.png,P471,Raka Mahmud,25,Ternate,2023-07-07,08424802656
37122.png,P472,Yudi Perkasa,38,Prabumulih,2025-01-01,08288659684
37123.png,P473,Safira Gunawan,19,Blitar,2023-02-28,08747111962
37124.png,P474,Vira Silalahi,19,Magelang,2023-12-25,08604925445
37125.png,P475,Muhamad Kurniawan,37,Pati,2023-03-12,08756965324
37126.png,P476,Indra Sinaga,15,Bandung,2025-10-10,08737242272
37127.png,P477,Hana Rahardjo,46,Sorong,2024-08-19,08961512859
37128.png,P478,Citra Taufiq,60,Majalengka,2026-01-05,08959107750
37129.png,P479,Bimo Purba,55,Sleman,2023-09-14,08927063229
37130.png,P480,Kadek Firmansyah,36,Ngawi,2024-12-12,08634188334
37131.png,P481,Dian Manurung,30,Solo,2026-05-01,08525185370
37132.png,P482,Dimas Ismail,53,Sragen,2024-08-17,08251401727
37133.png,P483,Irfan Setiawan,43,Tarakan,2024-11-11,08243452663
37134.png,P484,Hana Firdaus,21,Batu,2025-11-25,08244537525
37135.png,P485,Rama Pranata,58,Karangasem,2024-10-25,08744126100
37136.png,P486,Kurnia Cahyono,57,Magelang,2023-02-28,08505330848
37137.png,P487,Dewi Syahputra,17,Jayapura,2023-07-07,08956718700
37138.png,P488,Yanti Permadi,33,Indramayu,2025-11-25,08109002461
37139.png,P489,Vina Permadi,32,Jambi,2023-06-10,08154865220
37140.png,P490,Kartika Pasaribu,21,Banyumas,2026-01-05,08472007106
3_(2).jpg,P491,Kurnia Ananda,36,Parepare,2023-10-31,08597513336
3_(3).jpg,P492,Gunawan Hariyadi,29,Dumai,2025-06-01,08886179892
3_(4).jpg,P493,Rahmat Lestari,31,Malang,2025-08-08,08106417331
3_(5).jpg,P494,Rini Ismail,18,Ponorogo,2026-02-02,08288504517
4.jpg,P495,Cahyo Nasution,39,Sumbawa,2026-05-20,08496698883
4_(2).jpg,P496,Sigit Hidayat,43,Tuban,2024-11-11,08932377677
4_(3).jpg,P497,Hani Sulaiman,47,Baubau,2024-10-25,08240219102
4_(4).jpg,P498,Taufik Mansyur,27,Magetan,2026-03-11,08764628975
4_(5).jpg,P499,Siti Wicaksono,56,Kulon Progo,2024-10-25,08596542369
5.jpg,P500,Vira Simanjuntak,55,Salatiga,2026-06-02,08273693836
5_(2).jpg,P501,Pandu Zain,46,Jembrana,2024-12-12,08583791664
5_(3).jpg,P502,Laras Simanjuntak,35,Kediri,2023-02-28,08597906629
5_(4).jpg,P503,Kadek Wahyudi,31,Pekalongan,2023-12-25,08405404958
5_(5).jpg,P504,Fajar Anwar,39,Sumedang,2024-09-03,08446308568
6.jpg,P505,Wawan Aditya,27,Subang,2025-12-20,08622193500
6_(2).jpg,P506,Ratih Majid,51,Magelang,2025-10-10,08438214698
6_(3).jpg,P507,Dina Gunawan,23,Banyumas,2023-08-22,08749108311
6_(4).jpg,P508,Hafiz Bakri,17,Balikpapan,2025-06-01,08509932996
6_(5).jpg,P509,Wahyu Hakim,57,Mojokerto,2026-02-24,08482358787
7.jpg,P510,Sari Ghozali,29,Pati,2025-09-09,08183233293
7_(2).jpg,P511,Widi Safitri,42,Cilegon,2026-02-02,08262231993
7_(3).jpg,P512,Andika Siregar,22,Kudus,2025-12-20,08642986936
7_(4).jpg,P513,Rara Rajagukguk,54,Jakarta Utara,2025-01-23,08248866877
7_(5).jpg,P514,Yusuf Abadi,33,Palopo,2023-08-22,08897962189
8.jpg,P515,Laila Sunandar,29,Subang,2025-01-23,08284289481
8_(2).jpg,P516,Yoga Ghozali,33,Tebing Tinggi,2023-08-22,08622208342
8_(3).jpg,P517,Ahmad Majid,43,Sumbawa,2026-06-02,08561899198
8_(4).jpg,P518,Rudi Pratama,21,Perean,2024-12-31,08256445910
8_(5).jpg,P519,Surya Lubis,40,Mataram,2024-08-17,08297877459
9.jpg,P520,Wayan Sinaga,46,Kulon Progo,2024-04-17,08235100383
9_(2).jpg,P521,Susanti Basuki,53,Bandar Lampung,2025-01-01,08513345313
9_(3).jpg,P522,Nisa Suryana,56,Banyuwangi,2026-02-24,08757590884
9_(4).jpg,P523,Kadek Sasmita,55,Baubau,2024-03-08,08213059244
9_(5).jpg,P524,Dwi Raharjo,53,Makassar,2026-01-05,08737941495
